timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-06-08T11:32:42,codecarbon,0a4a5877-ea39-4065-8fe9-01c16072ed06,2.8552520275115967,6.73329888356036e-10,2.3582152533934287e-10,8.330333333333332,0.0,6.0,2.415877558566905e-09,0,7.832050323486329e-10,3.1990825909155382e-09,United States,USA,new york,,,macOS-10.16-x86_64-i386-64bit,3.8.3,2.2.2,8,Intel(R) Core(TM) i5-1038NG7 CPU @ 2.00GHz,,,-73.8624,40.9476,16.0,machine,N
2023-06-08T11:35:19,codecarbon,bf12089e-6dd1-4632-aaca-3be6c5ee93fd,21.9375901222229,2.8368741076769158e-05,1.2931566739425707e-06,5.332416666666667,0.0,6.0,0.000107562040764557,0,2.722173651059469e-05,0.00013478377727515169,United States,USA,new york,,,macOS-10.16-x86_64-i386-64bit,3.8.3,2.2.2,8,Intel(R) Core(TM) i5-1038NG7 CPU @ 2.00GHz,,,-73.8624,40.9476,16.0,machine,N
